Level	Rule Name	Subject	Property	Value
WARN	duplicate_exact_synonym	obo:OCCO_37202000	IAO:0000118	Pest Control Workers
WARN	duplicate_exact_synonym	obo:OCCO_37202100	IAO:0000118	Pest Control Workers
WARN	duplicate_exact_synonym	obo:OCCO_43305000	IAO:0000118	Payroll and Timekeeping Clerks
WARN	duplicate_exact_synonym	obo:OCCO_43305100	IAO:0000118	Payroll and Timekeeping Clerks
WARN	duplicate_exact_synonym	obo:OCCO_53606000	IAO:0000118	Passenger Attendants
WARN	duplicate_exact_synonym	obo:OCCO_53606100	IAO:0000118	Passenger Attendants
WARN	duplicate_exact_synonym	obo:OCCO_33304000	IAO:0000118	Parking Enforcement Workers
WARN	duplicate_exact_synonym	obo:OCCO_33304100	IAO:0000118	Parking Enforcement Workers
WARN	duplicate_exact_synonym	obo:OCCO_53602000	IAO:0000118	Parking Attendants
WARN	duplicate_exact_synonym	obo:OCCO_53602100	IAO:0000118	Parking Attendants
WARN	duplicate_exact_synonym	obo:OCCO_23201000	IAO:0000118	Paralegals and Legal Assistants
WARN	duplicate_exact_synonym	obo:OCCO_23201100	IAO:0000118	Paralegals and Legal Assistants
WARN	duplicate_exact_synonym	obo:OCCO_51911000	IAO:0000118	Packaging and Filling Machine Operators and Tenders
WARN	duplicate_exact_synonym	obo:OCCO_51911100	IAO:0000118	Packaging and Filling Machine Operators and Tenders
WARN	duplicate_exact_synonym	obo:OCCO_43415000	IAO:0000118	Order Clerks
WARN	duplicate_exact_synonym	obo:OCCO_43415100	IAO:0000118	Order Clerks
WARN	duplicate_exact_synonym	obo:OCCO_29104000	IAO:0000118	Optometrists
WARN	duplicate_exact_synonym	obo:OCCO_29104100	IAO:0000118	Optometrists
WARN	duplicate_exact_synonym	obo:OCCO_29208000	IAO:0000118	Opticians, Dispensing
WARN	duplicate_exact_synonym	obo:OCCO_29208100	IAO:0000118	Opticians, Dispensing
WARN	duplicate_exact_synonym	obo:OCCO_15203000	IAO:0000118	Operations Research Analysts
WARN	duplicate_exact_synonym	obo:OCCO_15203100	IAO:0000118	Operations Research Analysts
WARN	duplicate_exact_synonym	obo:OCCO_43907000	IAO:0000118	Office Machine Operators, Except Computer
WARN	duplicate_exact_synonym	obo:OCCO_43907100	IAO:0000118	Office Machine Operators, Except Computer
WARN	duplicate_exact_synonym	obo:OCCO_43906000	IAO:0000118	Office Clerks, General
WARN	duplicate_exact_synonym	obo:OCCO_43906100	IAO:0000118	Office Clerks, General
WARN	duplicate_exact_synonym	obo:OCCO_19500000	IAO:0000118	Occupational Health and Safety Specialists and Technicians
WARN	duplicate_exact_synonym	obo:OCCO_19501000	IAO:0000118	Occupational Health and Safety Specialists and Technicians
WARN	duplicate_exact_synonym	obo:OCCO_29117000	IAO:0000118	Nurse Practitioners
WARN	duplicate_exact_synonym	obo:OCCO_29117100	IAO:0000118	Nurse Practitioners
WARN	duplicate_exact_synonym	obo:OCCO_29116000	IAO:0000118	Nurse Midwives
WARN	duplicate_exact_synonym	obo:OCCO_29116100	IAO:0000118	Nurse Midwives
WARN	duplicate_exact_synonym	obo:OCCO_29115000	IAO:0000118	Nurse Anesthetists
WARN	duplicate_exact_synonym	obo:OCCO_29115100	IAO:0000118	Nurse Anesthetists
WARN	duplicate_exact_synonym	obo:OCCO_19405000	IAO:0000118	Nuclear Technicians
WARN	duplicate_exact_synonym	obo:OCCO_19405100	IAO:0000118	Nuclear Technicians
WARN	duplicate_exact_synonym	obo:OCCO_17216000	IAO:0000118	Nuclear Engineers
WARN	duplicate_exact_synonym	obo:OCCO_17216100	IAO:0000118	Nuclear Engineers
WARN	duplicate_exact_synonym	obo:OCCO_43414000	IAO:0000118	New Accounts Clerks
WARN	duplicate_exact_synonym	obo:OCCO_43414100	IAO:0000118	New Accounts Clerks
WARN	duplicate_exact_synonym	obo:OCCO_11912000	IAO:0000118	Natural Sciences Managers
WARN	duplicate_exact_synonym	obo:OCCO_11912100	IAO:0000118	Natural Sciences Managers
WARN	duplicate_exact_synonym	obo:OCCO_51408000	IAO:0000118	Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic
WARN	duplicate_exact_synonym	obo:OCCO_51408100	IAO:0000118	Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic
WARN	duplicate_exact_synonym	obo:OCCO_39302000	IAO:0000118	Motion Picture Projectionists
WARN	duplicate_exact_synonym	obo:OCCO_39302100	IAO:0000118	Motion Picture Projectionists
WARN	duplicate_exact_synonym	obo:OCCO_39403000	IAO:0000118	Morticians, Undertakers, and Funeral Arrangers
WARN	duplicate_exact_synonym	obo:OCCO_39403100	IAO:0000118	Morticians, Undertakers, and Funeral Arrangers
WARN	duplicate_exact_synonym	obo:OCCO_17215000	IAO:0000118	Mining and Geological Engineers, Including Mining Safety Engineers
WARN	duplicate_exact_synonym	obo:OCCO_17215100	IAO:0000118	Mining and Geological Engineers, Including Mining Safety Engineers
WARN	duplicate_exact_synonym	obo:OCCO_55100000	IAO:0000118	Military Officer Special and Tactical Operations Leaders
WARN	duplicate_exact_synonym	obo:OCCO_55101000	IAO:0000118	Military Officer Special and Tactical Operations Leaders
WARN	duplicate_exact_synonym	obo:OCCO_55300000	IAO:0000118	Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members
WARN	duplicate_exact_synonym	obo:OCCO_55301000	IAO:0000118	Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members
WARN	duplicate_exact_synonym	obo:OCCO_43504000	IAO:0000118	Meter Readers, Utilities
WARN	duplicate_exact_synonym	obo:OCCO_43504100	IAO:0000118	Meter Readers, Utilities
WARN	duplicate_exact_synonym	obo:OCCO_13112000	IAO:0000118	Meeting, Convention, and Event Planners
WARN	duplicate_exact_synonym	obo:OCCO_13112100	IAO:0000118	Meeting, Convention, and Event Planners
WARN	duplicate_exact_synonym	obo:OCCO_29207000	IAO:0000118	Medical Records Specialists
WARN	duplicate_exact_synonym	obo:OCCO_29207200	IAO:0000118	Medical Records Specialists
WARN	duplicate_exact_synonym	obo:OCCO_11911000	IAO:0000118	Medical and Health Services Managers
WARN	duplicate_exact_synonym	obo:OCCO_11911100	IAO:0000118	Medical and Health Services Managers
WARN	duplicate_exact_synonym	obo:OCCO_17214000	IAO:0000118	Mechanical Engineers
WARN	duplicate_exact_synonym	obo:OCCO_17214100	IAO:0000118	Mechanical Engineers
WARN	duplicate_exact_synonym	obo:OCCO_15202000	IAO:0000118	Mathematicians
WARN	duplicate_exact_synonym	obo:OCCO_15202100	IAO:0000118	Mathematicians
WARN	duplicate_exact_synonym	obo:OCCO_17213000	IAO:0000118	Materials Engineers
WARN	duplicate_exact_synonym	obo:OCCO_17213100	IAO:0000118	Materials Engineers
WARN	duplicate_exact_synonym	obo:OCCO_31901000	IAO:0000118	Massage Therapists
WARN	duplicate_exact_synonym	obo:OCCO_31901100	IAO:0000118	Massage Therapists
WARN	duplicate_exact_synonym	obo:OCCO_13116000	IAO:0000118	Market Research Analysts and Marketing Specialists
WARN	duplicate_exact_synonym	obo:OCCO_13116100	IAO:0000118	Market Research Analysts and Marketing Specialists
WARN	duplicate_exact_synonym	obo:OCCO_17212000	IAO:0000118	Marine Engineers and Naval Architects
WARN	duplicate_exact_synonym	obo:OCCO_17212100	IAO:0000118	Marine Engineers and Naval Architects
WARN	duplicate_exact_synonym	obo:OCCO_13111000	IAO:0000118	Management Analysts
WARN	duplicate_exact_synonym	obo:OCCO_13111100	IAO:0000118	Management Analysts
WARN	duplicate_exact_synonym	obo:OCCO_49907000	IAO:0000118	Maintenance and Repair Workers, General
WARN	duplicate_exact_synonym	obo:OCCO_49907100	IAO:0000118	Maintenance and Repair Workers, General
WARN	duplicate_exact_synonym	obo:OCCO_43905000	IAO:0000118	Mail Clerks and Mail Machine Operators, Except Postal Service
WARN	duplicate_exact_synonym	obo:OCCO_43905100	IAO:0000118	Mail Clerks and Mail Machine Operators, Except Postal Service
WARN	duplicate_exact_synonym	obo:OCCO_51404000	IAO:0000118	Machinists
WARN	duplicate_exact_synonym	obo:OCCO_51404100	IAO:0000118	Machinists
WARN	duplicate_exact_synonym	obo:OCCO_11908000	IAO:0000118	Lodging Managers
WARN	duplicate_exact_synonym	obo:OCCO_11908100	IAO:0000118	Lodging Managers
WARN	duplicate_exact_synonym	obo:OCCO_43413000	IAO:0000118	Loan Interviewers and Clerks
WARN	duplicate_exact_synonym	obo:OCCO_43413100	IAO:0000118	Loan Interviewers and Clerks
WARN	duplicate_exact_synonym	obo:OCCO_29206000	IAO:0000118	Licensed Practical and Licensed Vocational Nurses
WARN	duplicate_exact_synonym	obo:OCCO_29206100	IAO:0000118	Licensed Practical and Licensed Vocational Nurses
WARN	duplicate_exact_synonym	obo:OCCO_25403000	IAO:0000118	Library Technicians
WARN	duplicate_exact_synonym	obo:OCCO_25403100	IAO:0000118	Library Technicians
WARN	duplicate_exact_synonym	obo:OCCO_43412000	IAO:0000118	Library Assistants, Clerical
WARN	duplicate_exact_synonym	obo:OCCO_43412100	IAO:0000118	Library Assistants, Clerical
WARN	duplicate_exact_synonym	obo:OCCO_25402000	IAO:0000118	Librarians and Media Collections Specialists
WARN	duplicate_exact_synonym	obo:OCCO_25402200	IAO:0000118	Librarians and Media Collections Specialists
WARN	duplicate_exact_synonym	obo:OCCO_11103000	IAO:0000118	Legislators
WARN	duplicate_exact_synonym	obo:OCCO_11103100	IAO:0000118	Legislators
WARN	duplicate_exact_synonym	obo:OCCO_51601000	IAO:0000118	Laundry and Dry-Cleaning Workers
WARN	duplicate_exact_synonym	obo:OCCO_51601100	IAO:0000118	Laundry and Dry-Cleaning Workers
WARN	duplicate_exact_synonym	obo:OCCO_51907000	IAO:0000118	Jewelers and Precious Stone and Metal Workers
WARN	duplicate_exact_synonym	obo:OCCO_51907100	IAO:0000118	Jewelers and Precious Stone and Metal Workers
WARN	duplicate_exact_synonym	obo:OCCO_43411000	IAO:0000118	Interviewers, Except Eligibility and Loan
WARN	duplicate_exact_synonym	obo:OCCO_43411100	IAO:0000118	Interviewers, Except Eligibility and Loan
WARN	duplicate_exact_synonym	obo:OCCO_41302000	IAO:0000118	Insurance Sales Agents
WARN	duplicate_exact_synonym	obo:OCCO_41302100	IAO:0000118	Insurance Sales Agents
WARN	duplicate_exact_synonym	obo:OCCO_43904000	IAO:0000118	Insurance Claims and Policy Processing Clerks
WARN	duplicate_exact_synonym	obo:OCCO_43904100	IAO:0000118	Insurance Claims and Policy Processing Clerks
WARN	duplicate_exact_synonym	obo:OCCO_25903000	IAO:0000118	Instructional Coordinators
WARN	duplicate_exact_synonym	obo:OCCO_25903100	IAO:0000118	Instructional Coordinators
WARN	duplicate_exact_synonym	obo:OCCO_51906000	IAO:0000118	Inspectors, Testers, Sorters, Samplers, and Weighers
WARN	duplicate_exact_synonym	obo:OCCO_51906100	IAO:0000118	Inspectors, Testers, Sorters, Samplers, and Weighers
WARN	duplicate_exact_synonym	obo:OCCO_53705000	IAO:0000118	Industrial Truck and Tractor Operators
WARN	duplicate_exact_synonym	obo:OCCO_53705100	IAO:0000118	Industrial Truck and Tractor Operators
WARN	duplicate_exact_synonym	obo:OCCO_11305000	IAO:0000118	Industrial Production Managers
WARN	duplicate_exact_synonym	obo:OCCO_11305100	IAO:0000118	Industrial Production Managers
WARN	duplicate_exact_synonym	obo:OCCO_11312000	IAO:0000118	Human Resources Managers
WARN	duplicate_exact_synonym	obo:OCCO_11312100	IAO:0000118	Human Resources Managers
WARN	duplicate_exact_synonym	obo:OCCO_43416000	IAO:0000118	Human Resources Assistants, Except Payroll and Timekeeping
WARN	duplicate_exact_synonym	obo:OCCO_43416100	IAO:0000118	Human Resources Assistants, Except Payroll and Timekeeping
WARN	duplicate_exact_synonym	obo:OCCO_43408000	IAO:0000118	Hotel, Motel, and Resort Desk Clerks
WARN	duplicate_exact_synonym	obo:OCCO_43408100	IAO:0000118	Hotel, Motel, and Resort Desk Clerks
WARN	duplicate_exact_synonym	obo:OCCO_35903000	IAO:0000118	Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop
WARN	duplicate_exact_synonym	obo:OCCO_35903100	IAO:0000118	Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop
WARN	duplicate_exact_synonym	obo:OCCO_49903000	IAO:0000118	Home Appliance Repairers
WARN	duplicate_exact_synonym	obo:OCCO_49903100	IAO:0000118	Home Appliance Repairers
WARN	duplicate_exact_synonym	obo:OCCO_53704000	IAO:0000118	Hoist and Winch Operators
WARN	duplicate_exact_synonym	obo:OCCO_53704100	IAO:0000118	Hoist and Winch Operators
WARN	duplicate_exact_synonym	obo:OCCO_47405000	IAO:0000118	Highway Maintenance Workers
WARN	duplicate_exact_synonym	obo:OCCO_47405100	IAO:0000118	Highway Maintenance Workers
WARN	duplicate_exact_synonym	obo:OCCO_47508000	IAO:0000118	Helpers--Extraction Workers
WARN	duplicate_exact_synonym	obo:OCCO_47508100	IAO:0000118	Helpers--Extraction Workers
WARN	duplicate_exact_synonym	obo:OCCO_47300000	IAO:0000118	Helpers, Construction Trades
WARN	duplicate_exact_synonym	obo:OCCO_47301000	IAO:0000118	Helpers, Construction Trades
WARN	duplicate_exact_synonym	obo:OCCO_49902000	IAO:0000118	Heating, Air Conditioning, and Refrigeration Mechanics and Installers
WARN	duplicate_exact_synonym	obo:OCCO_49902100	IAO:0000118	Heating, Air Conditioning, and Refrigeration Mechanics and Installers
WARN	duplicate_exact_synonym	obo:OCCO_29902000	IAO:0000118	Health Information Technologists and Medical Registrars
WARN	duplicate_exact_synonym	obo:OCCO_29902100	IAO:0000118	Health Information Technologists and Medical Registrars
WARN	duplicate_exact_synonym	obo:OCCO_47404000	IAO:0000118	Hazardous Materials Removal Workers
WARN	duplicate_exact_synonym	obo:OCCO_47404100	IAO:0000118	Hazardous Materials Removal Workers
WARN	duplicate_exact_synonym	obo:OCCO_37300000	IAO:0000118	Grounds Maintenance Workers
WARN	duplicate_exact_synonym	obo:OCCO_37301000	IAO:0000118	Grounds Maintenance Workers
WARN	duplicate_exact_synonym	obo:OCCO_45204000	IAO:0000118	Graders and Sorters, Agricultural Products
WARN	duplicate_exact_synonym	obo:OCCO_45204100	IAO:0000118	Graders and Sorters, Agricultural Products
WARN	duplicate_exact_synonym	obo:OCCO_47212000	IAO:0000118	Glaziers
WARN	duplicate_exact_synonym	obo:OCCO_47212100	IAO:0000118	Glaziers
WARN	duplicate_exact_synonym	obo:OCCO_11102000	IAO:0000118	General and Operations Managers
WARN	duplicate_exact_synonym	obo:OCCO_11102100	IAO:0000118	General and Operations Managers
WARN	duplicate_exact_synonym	obo:OCCO_43304000	IAO:0000118	Gambling Cage Workers
WARN	duplicate_exact_synonym	obo:OCCO_43304100	IAO:0000118	Gambling Cage Workers
WARN	duplicate_exact_synonym	obo:OCCO_51702000	IAO:0000118	Furniture Finishers
WARN	duplicate_exact_synonym	obo:OCCO_51702100	IAO:0000118	Furniture Finishers
WARN	duplicate_exact_synonym	obo:OCCO_51905000	IAO:0000118	Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders
WARN	duplicate_exact_synonym	obo:OCCO_51905100	IAO:0000118	Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders
WARN	duplicate_exact_synonym	obo:OCCO_39402000	IAO:0000118	Funeral Attendants
WARN	duplicate_exact_synonym	obo:OCCO_39402100	IAO:0000118	Funeral Attendants
WARN	duplicate_exact_synonym	obo:OCCO_13113000	IAO:0000118	Fundraisers
WARN	duplicate_exact_synonym	obo:OCCO_13113100	IAO:0000118	Fundraisers
WARN	duplicate_exact_synonym	obo:OCCO_45401000	IAO:0000118	Forest and Conservation Workers
WARN	duplicate_exact_synonym	obo:OCCO_45401100	IAO:0000118	Forest and Conservation Workers
WARN	duplicate_exact_synonym	obo:OCCO_19407000	IAO:0000118	Forest and Conservation Technicians
WARN	duplicate_exact_synonym	obo:OCCO_19407100	IAO:0000118	Forest and Conservation Technicians
WARN	duplicate_exact_synonym	obo:OCCO_11905000	IAO:0000118	Food Service Managers
WARN	duplicate_exact_synonym	obo:OCCO_11905100	IAO:0000118	Food Service Managers
WARN	duplicate_exact_synonym	obo:OCCO_35304000	IAO:0000118	Food Servers, Nonrestaurant
WARN	duplicate_exact_synonym	obo:OCCO_35304100	IAO:0000118	Food Servers, Nonrestaurant
WARN	duplicate_exact_synonym	obo:OCCO_35202000	IAO:0000118	Food Preparation Workers
WARN	duplicate_exact_synonym	obo:OCCO_35202100	IAO:0000118	Food Preparation Workers
WARN	duplicate_exact_synonym	obo:OCCO_53203000	IAO:0000118	Flight Attendants
WARN	duplicate_exact_synonym	obo:OCCO_53203100	IAO:0000118	Flight Attendants
WARN	duplicate_exact_synonym	obo:OCCO_45300000	IAO:0000118	Fishing and Hunting Workers
WARN	duplicate_exact_synonym	obo:OCCO_45303000	IAO:0000118	Fishing and Hunting Workers
WARN	duplicate_exact_synonym	obo:OCCO_45303100	IAO:0000118	Fishing and Hunting Workers
WARN	duplicate_exact_synonym	obo:OCCO_33303000	IAO:0000118	Fish and Game Wardens
WARN	duplicate_exact_synonym	obo:OCCO_33303100	IAO:0000118	Fish and Game Wardens
WARN	duplicate_exact_synonym	obo:OCCO_51101000	IAO:0000118	First-Line Supervisors of Production and Operating Workers
WARN	duplicate_exact_synonym	obo:OCCO_51101100	IAO:0000118	First-Line Supervisors of Production and Operating Workers
WARN	duplicate_exact_synonym	obo:OCCO_39102000	IAO:0000118	First-Line Supervisors of Personal Service Workers
WARN	duplicate_exact_synonym	obo:OCCO_39102200	IAO:0000118	First-Line Supervisors of Personal Service Workers
WARN	duplicate_exact_synonym	obo:OCCO_43101000	IAO:0000118	First-Line Supervisors of Office and Administrative Support Workers
WARN	duplicate_exact_synonym	obo:OCCO_43101100	IAO:0000118	First-Line Supervisors of Office and Administrative Support Workers
WARN	duplicate_exact_synonym	obo:OCCO_49101000	IAO:0000118	First-Line Supervisors of Mechanics, Installers, and Repairers
WARN	duplicate_exact_synonym	obo:OCCO_49101100	IAO:0000118	First-Line Supervisors of Mechanics, Installers, and Repairers
WARN	duplicate_exact_synonym	obo:OCCO_33102000	IAO:0000118	First-Line Supervisors of Firefighting and Prevention Workers
WARN	duplicate_exact_synonym	obo:OCCO_33102100	IAO:0000118	First-Line Supervisors of Firefighting and Prevention Workers
WARN	duplicate_exact_synonym	obo:OCCO_45101000	IAO:0000118	First-Line Supervisors of Farming, Fishing, and Forestry Workers
WARN	duplicate_exact_synonym	obo:OCCO_45101100	IAO:0000118	First-Line Supervisors of Farming, Fishing, and Forestry Workers
WARN	duplicate_exact_synonym	obo:OCCO_47101000	IAO:0000118	First-Line Supervisors of Construction Trades and Extraction Workers
WARN	duplicate_exact_synonym	obo:OCCO_47101100	IAO:0000118	First-Line Supervisors of Construction Trades and Extraction Workers
WARN	duplicate_exact_synonym	obo:OCCO_55200000	IAO:0000118	First-Line Enlisted Military Supervisors
WARN	duplicate_exact_synonym	obo:OCCO_55201000	IAO:0000118	First-Line Enlisted Military Supervisors
WARN	duplicate_exact_synonym	obo:OCCO_33201000	IAO:0000118	Firefighters
WARN	duplicate_exact_synonym	obo:OCCO_33201100	IAO:0000118	Firefighters
WARN	duplicate_exact_synonym	obo:OCCO_11303000	IAO:0000118	Financial Managers
WARN	duplicate_exact_synonym	obo:OCCO_11303100	IAO:0000118	Financial Managers
WARN	duplicate_exact_synonym	obo:OCCO_13206000	IAO:0000118	Financial Examiners
WARN	duplicate_exact_synonym	obo:OCCO_13206100	IAO:0000118	Financial Examiners
WARN	duplicate_exact_synonym	obo:OCCO_43407000	IAO:0000118	File Clerks
WARN	duplicate_exact_synonym	obo:OCCO_43407100	IAO:0000118	File Clerks
WARN	duplicate_exact_synonym	obo:OCCO_51205000	IAO:0000118	Fiberglass Laminators and Fabricators
WARN	duplicate_exact_synonym	obo:OCCO_51205100	IAO:0000118	Fiberglass Laminators and Fabricators
WARN	duplicate_exact_synonym	obo:OCCO_47403000	IAO:0000118	Fence Erectors
WARN	duplicate_exact_synonym	obo:OCCO_47403100	IAO:0000118	Fence Erectors
WARN	duplicate_exact_synonym	obo:OCCO_35302000	IAO:0000118	Fast Food and Counter Workers
WARN	duplicate_exact_synonym	obo:OCCO_35302300	IAO:0000118	Fast Food and Counter Workers
WARN	duplicate_exact_synonym	obo:OCCO_11901000	IAO:0000118	Farmers, Ranchers, and Other Agricultural Managers
WARN	duplicate_exact_synonym	obo:OCCO_11901300	IAO:0000118	Farmers, Ranchers, and Other Agricultural Managers
WARN	duplicate_exact_synonym	obo:OCCO_25902000	IAO:0000118	Farm and Home Management Educators
WARN	duplicate_exact_synonym	obo:OCCO_25902100	IAO:0000118	Farm and Home Management Educators
WARN	duplicate_exact_synonym	obo:OCCO_51904000	IAO:0000118	Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders
WARN	duplicate_exact_synonym	obo:OCCO_51904100	IAO:0000118	Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders
WARN	duplicate_exact_synonym	obo:OCCO_47503000	IAO:0000118	Explosives Workers, Ordnance Handling Experts, and Blasters
WARN	duplicate_exact_synonym	obo:OCCO_47503200	IAO:0000118	Explosives Workers, Ordnance Handling Experts, and Blasters
WARN	duplicate_exact_synonym	obo:OCCO_17208000	IAO:0000118	Environmental Engineers
WARN	duplicate_exact_synonym	obo:OCCO_17208100	IAO:0000118	Environmental Engineers
WARN	duplicate_exact_synonym	obo:OCCO_51203000	IAO:0000118	Engine and Other Machine Assemblers
WARN	duplicate_exact_synonym	obo:OCCO_51203100	IAO:0000118	Engine and Other Machine Assemblers
WARN	duplicate_exact_synonym	obo:OCCO_11916000	IAO:0000118	Emergency Management Directors
WARN	duplicate_exact_synonym	obo:OCCO_11916100	IAO:0000118	Emergency Management Directors
WARN	duplicate_exact_synonym	obo:OCCO_43406000	IAO:0000118	Eligibility Interviewers, Government Programs
WARN	duplicate_exact_synonym	obo:OCCO_43406100	IAO:0000118	Eligibility Interviewers, Government Programs
WARN	duplicate_exact_synonym	obo:OCCO_47402000	IAO:0000118	Elevator and Escalator Installers and Repairers
WARN	duplicate_exact_synonym	obo:OCCO_47402100	IAO:0000118	Elevator and Escalator Installers and Repairers
WARN	duplicate_exact_synonym	obo:OCCO_47211000	IAO:0000118	Electricians
WARN	duplicate_exact_synonym	obo:OCCO_47211100	IAO:0000118	Electricians
WARN	duplicate_exact_synonym	obo:OCCO_19301000	IAO:0000118	Economists
WARN	duplicate_exact_synonym	obo:OCCO_19301100	IAO:0000118	Economists
WARN	duplicate_exact_synonym	obo:OCCO_53703000	IAO:0000118	Dredge Operators
WARN	duplicate_exact_synonym	obo:OCCO_53703100	IAO:0000118	Dredge Operators
WARN	duplicate_exact_synonym	obo:OCCO_35902000	IAO:0000118	Dishwashers
WARN	duplicate_exact_synonym	obo:OCCO_35902100	IAO:0000118	Dishwashers
WARN	duplicate_exact_synonym	obo:OCCO_21202000	IAO:0000118	Directors, Religious Activities and Education
WARN	duplicate_exact_synonym	obo:OCCO_21202100	IAO:0000118	Directors, Religious Activities and Education
WARN	duplicate_exact_synonym	obo:OCCO_35901000	IAO:0000118	Dining Room and Cafeteria Attendants and Bartender Helpers
WARN	duplicate_exact_synonym	obo:OCCO_35901100	IAO:0000118	Dining Room and Cafeteria Attendants and Bartender Helpers
WARN	duplicate_exact_synonym	obo:OCCO_29103000	IAO:0000118	Dietitians and Nutritionists
WARN	duplicate_exact_synonym	obo:OCCO_29103100	IAO:0000118	Dietitians and Nutritionists
WARN	duplicate_exact_synonym	obo:OCCO_33302000	IAO:0000118	Detectives and Criminal Investigators
WARN	duplicate_exact_synonym	obo:OCCO_33302100	IAO:0000118	Detectives and Criminal Investigators
WARN	duplicate_exact_synonym	obo:OCCO_43903000	IAO:0000118	Desktop Publishers
WARN	duplicate_exact_synonym	obo:OCCO_43903100	IAO:0000118	Desktop Publishers
WARN	duplicate_exact_synonym	obo:OCCO_15205000	IAO:0000118	Data Scientists
WARN	duplicate_exact_synonym	obo:OCCO_15205100	IAO:0000118	Data Scientists
WARN	duplicate_exact_synonym	obo:OCCO_43405000	IAO:0000118	Customer Service Representatives
WARN	duplicate_exact_synonym	obo:OCCO_43405100	IAO:0000118	Customer Service Representatives
WARN	duplicate_exact_synonym	obo:OCCO_43404000	IAO:0000118	Credit Authorizers, Checkers, and Clerks
WARN	duplicate_exact_synonym	obo:OCCO_43404100	IAO:0000118	Credit Authorizers, Checkers, and Clerks
WARN	duplicate_exact_synonym	obo:OCCO_13204000	IAO:0000118	Credit Analysts
WARN	duplicate_exact_synonym	obo:OCCO_13204100	IAO:0000118	Credit Analysts
WARN	duplicate_exact_synonym	obo:OCCO_53702000	IAO:0000118	Crane and Tower Operators
WARN	duplicate_exact_synonym	obo:OCCO_53702100	IAO:0000118	Crane and Tower Operators
WARN	duplicate_exact_synonym	obo:OCCO_43403000	IAO:0000118	Court, Municipal, and License Clerks
WARN	duplicate_exact_synonym	obo:OCCO_43403100	IAO:0000118	Court, Municipal, and License Clerks
WARN	duplicate_exact_synonym	obo:OCCO_43502000	IAO:0000118	Couriers and Messengers
WARN	duplicate_exact_synonym	obo:OCCO_43502100	IAO:0000118	Couriers and Messengers
WARN	duplicate_exact_synonym	obo:OCCO_13105000	IAO:0000118	Cost Estimators
WARN	duplicate_exact_synonym	obo:OCCO_13105100	IAO:0000118	Cost Estimators
WARN	duplicate_exact_synonym	obo:OCCO_43402000	IAO:0000118	Correspondence Clerks
WARN	duplicate_exact_synonym	obo:OCCO_43402100	IAO:0000118	Correspondence Clerks
WARN	duplicate_exact_synonym	obo:OCCO_53701000	IAO:0000118	Conveyor Operators and Tenders
WARN	duplicate_exact_synonym	obo:OCCO_53701100	IAO:0000118	Conveyor Operators and Tenders
WARN	duplicate_exact_synonym	obo:OCCO_11902000	IAO:0000118	Construction Managers
WARN	duplicate_exact_synonym	obo:OCCO_11902100	IAO:0000118	Construction Managers
WARN	duplicate_exact_synonym	obo:OCCO_47206000	IAO:0000118	Construction Laborers
WARN	duplicate_exact_synonym	obo:OCCO_47206100	IAO:0000118	Construction Laborers
WARN	duplicate_exact_synonym	obo:OCCO_47401000	IAO:0000118	Construction and Building Inspectors
WARN	duplicate_exact_synonym	obo:OCCO_47401100	IAO:0000118	Construction and Building Inspectors
WARN	duplicate_exact_synonym	obo:OCCO_49201000	IAO:0000118	Computer, Automated Teller, and Office Machine Repairers
WARN	duplicate_exact_synonym	obo:OCCO_49201100	IAO:0000118	Computer, Automated Teller, and Office Machine Repairers
WARN	duplicate_exact_synonym	obo:OCCO_17206000	IAO:0000118	Computer Hardware Engineers
WARN	duplicate_exact_synonym	obo:OCCO_17206100	IAO:0000118	Computer Hardware Engineers
WARN	duplicate_exact_synonym	obo:OCCO_11302000	IAO:0000118	Computer and Information Systems Managers
WARN	duplicate_exact_synonym	obo:OCCO_11302100	IAO:0000118	Computer and Information Systems Managers
WARN	duplicate_exact_synonym	obo:OCCO_15122000	IAO:0000118	Computer and Information Research Scientists
WARN	duplicate_exact_synonym	obo:OCCO_15122100	IAO:0000118	Computer and Information Research Scientists
WARN	duplicate_exact_synonym	obo:OCCO_13104000	IAO:0000118	Compliance Officers
WARN	duplicate_exact_synonym	obo:OCCO_13104100	IAO:0000118	Compliance Officers
WARN	duplicate_exact_synonym	obo:OCCO_13114000	IAO:0000118	Compensation, Benefits, and Job Analysis Specialists
WARN	duplicate_exact_synonym	obo:OCCO_13114100	IAO:0000118	Compensation, Benefits, and Job Analysis Specialists
WARN	duplicate_exact_synonym	obo:OCCO_11311000	IAO:0000118	Compensation and Benefits Managers
WARN	duplicate_exact_synonym	obo:OCCO_11311100	IAO:0000118	Compensation and Benefits Managers
